MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,BedroomsPerRoom,IncomeCategory_Encoded,MedHouseVal
-0.9169348150167395,-0.5047823133923091,0.4578004599432786,0.1792356594093946,-0.31805056142203036,0.12461476093882573,0.3087539810182848,0.06392990211412673,-0.6344185609975712,-1.2253661850557376,0.696
-0.840696349602139,0.9402091589256794,-0.681032643823067,-0.15632769349007863,0.7022709841828126,0.13321586228991342,-0.8061802257688174,0.67963842140287,1.3081251077767893,-1.2253661850557376,1.438
-0.6195769247753319,-0.9864461374983052,-0.9123166441783445,-0.2706564528873592,0.4236043976691612,0.33480860977936744,-0.8987058860830976,0.8484617250788091,1.929425896372374,-1.2253661850557376,1.589
-0.5519100601340365,1.9035368071376717,-0.10502511789833946,-0.03216108680770686,-0.7626941116898943,-0.048893169496508036,0.9471810371868298,-1.3958951355543332,-0.0162999017565232,-1.2253661850557376,1.89
-0.4951841818456593,-0.9061688334806391,-0.28589032222729244,-0.15166433524458003,1.0840180008175013,0.22034663150140277,0.618714943071131,-0.9887330502182282,0.1370963996528558,-0.0011030639676433299,1.78
0.28587680569258683,1.2613183749963435,-0.2553607466591636,-0.07487799384040172,0.17463895203784247,-0.0338485517244389,0.9518073202025463,-1.4505144396847856,0.23589643283474437,-0.0011030639676433299,2.728
0.945611313992424,-0.344227705356977,0.4663445449430323,-0.4378068597839053,-0.6849470076155526,0.025390689807029604,1.0582118295639693,-1.187348701601695,-1.6724285088077981,1.2231600571204508,2.441
0.09827721803618433,0.45854533481968324,-0.03622679132157636,-0.10270544437483367,-0.4980045326502818,0.2758833078482197,-0.7460385465645328,0.8881848553555011,-0.30303298823713,-0.0011030639676433299,1.161
1.836151852871015,-0.18367309732164497,0.6922409110277697,-0.050856648400953115,-0.727751593004797,-0.041595940804322246,-1.0328680935388064,0.9626657246243029,-1.3135740792147534,1.2231600571204508,3.255
0.5992628925019634,0.6190999428550152,0.41949636258370376,-0.08205685555074538,-0.23069426470928694,0.016426559474365787,-0.8108065087845306,1.0669389416006185,-1.0175145394184162,1.2231600571204508,1.133
0.5605861573053423,0.6190999428550152,-0.12829090917441388,-0.2080132473776846,-0.3145563095535206,-0.012159392917835585,0.586330961961132,-1.222106440593805,-0.3361398403624489,1.2231600571204508,2.638
0.03109816807304464,0.5388226388373493,-0.4058315108136855,0.26953364825394804,-1.0151538091897228,-0.1680276608323703,-0.5979974900616811,-0.005585575870085986,1.4601240856932478,-0.0011030639676433299,3.35
-1.3473964245834549,-0.9061688334806391,-0.8342707039507959,-0.2180191289714133,0.13532861851710795,0.1102748335650528,-1.3335764895602262,1.9905017205337334,1.741967933604736,-1.2253661850557376,0.699
0.3021837535052159,1.6627048950846737,0.032445043659507934,0.1326415396088102,-0.6831998816812977,-0.008310992501350735,0.9425547541711167,-1.4306528745464362,0.028058095614059378,-0.0011030639676433299,2.286
-1.0751958341726422,-1.4681099616043014,0.17603413494661907,0.09439685965100329,-0.4525792583596552,-0.1518727492375837,1.0535855465482562,-0.40281687863701277,-0.32057931879333,-1.2253661850557376,1.64
-0.38681963548395587,0.45854533481968324,0.4512275439516111,0.08004845590365603,-0.727751593004797,-0.051658623265317304,0.29024884895542874,0.1433761626675107,-0.7902003655013661,-0.0011030639676433299,0.828
-0.3409650557373316,0.9402091589256794,-0.6657186119815174,-0.27886371778033786,0.4209837087677789,0.07907850404701007,-0.7876750937059613,0.6150883347032393,0.9111046288794641,-0.0011030639676433299,1.378
-0.35023353462228735,-0.18367309732164497,-0.436349345964617,-0.02283740701822603,0.7136273027554693,-0.04728843464151472,-0.8570693389416724,0.7739808558100143,0.8454566362323556,-0.0011030639676433299,2.176
-0.4951841818456593,0.8599318549080134,-0.576124097104739,-0.03289172119450511,-0.2403034573476887,-0.14136373083406395,-0.73215969751739,0.639915291126171,1.2689049196572466,-0.0011030639676433299,2.542
0.3107553542785216,0.6190999428550152,0.20333114620113266,-0.15859958596865478,-0.661360807503112,-0.06697897123550435,-1.3382027725759393,1.2357622452765646,-0.8328229464683714,-0.0011030639676433299,1.712
-0.8761674454851661,0.5388226388373493,0.5597276465846339,0.1417256672617832,-0.41064823593753835,0.030763421769235137,0.262491150861143,-0.05523948871594919,-0.8426190227234733,-1.2253661850557376,0.941
-0.9970757978565846,-1.0667234415159712,-0.025566822711277665,0.020797486738557257,-0.18177473855015064,-0.17368316816100776,0.5308155657725606,-0.10489340156181945,-0.07520332731447871,-1.2253661850557376,0.722
0.03639444172159095,-1.7892191776749655,-0.025132581058836586,-0.20154418797871773,-0.3748321542853136,0.001919480086941305,0.831523961793977,-0.775221224981008,-0.523786720308895,-0.0011030639676433299,1.281
0.39716824012322377,-0.344227705356977,-0.038202777608683694,-0.09531542311147596,1.4657650174521901,0.13938955895999247,-0.8987058860830976,0.8137039860867062,-0.2841746929359302,1.2231600571204508,2.072
1.8615879039462702,-0.344227705356977,1.047622642675592,-0.0675107105628575,-0.20710806459684622,0.018537283682011494,-0.644260320218823,0.43136885717353984,-1.7068056926845876,1.2231600571204508,3.02
-0.926760796391016,0.057158814731353105,-0.09729819371875537,0.007113206887484875,-0.23593564251205154,-0.04977734521560322,1.701265168748231,-1.0483177456332697,0.04870566769631184,-1.2253661850557376,0.562
-0.19322689606735627,0.6190999428550152,-0.10802336538533368,0.0813460311436621,-1.076303216888643,0.41571240641266544,-0.9125847351302405,0.8534271163633982,0.2271966486809421,-0.0011030639676433299,1.575
0.6366852470976129,-1.8694964816926314,0.2606056587985804,0.0478895155709274,1.994270612564288,-0.05836822877439523,-0.46846156562168556,0.6994999865412124,-0.5509296094467593,1.2231600571204508,1.403
-0.6990907173146913,-1.8694964816926314,-0.4025613178707693,-0.005753298285307517,1.3321098834816927,0.11150326783099414,-0.8524430559259559,0.6299845085569997,0.7874830869513727,-1.2253661850557376,2.167
-0.37573927350870756,-0.26395040133931097,-0.2858236739925574,-0.0770729695432045,-0.9120733790686856,-0.26079425586325755,-0.9634738483030955,0.9328733769167822,0.30614368156892047,-0.0011030639676433299,0.771
1.6062517638374076,-0.9061688334806391,0.11217653553664074,-0.18943975217643816,0.43758140514320015,-0.10271601207247384,0.863907942903976,-1.3313450488547096,-0.7424663772835811,1.2231600571204508,4.438
-0.09712740447070721,0.45854533481968324,-0.07686661739858747,-0.07752102980628481,0.8001100365010853,0.03557060299857693,1.0767169616268255,-1.1525909626095923,-0.16971396206557438,-0.0011030639676433299,1.106
0.20050923701536058,0.2979907267843512,0.12373401082869877,-0.2583958041084603,-0.4525792583596552,-0.05330403128645173,-0.7229071314859636,0.7789462470945964,-0.8921615016791082,-0.0011030639676433299,2.784
0.7344572461622237,-0.10339579330397894,0.19842439887145522,-0.08905443287446418,-0.289222983506825,0.006138400275793038,-0.8663219049730988,0.6250191172724177,-0.6973544342384947,1.2231600571204508,3.57
0.3314526341945511,-0.9061688334806391,-0.1777412326671462,-0.1986217620221674,4.365120505348144,0.15968879062170896,-0.6997757164073911,0.2079262493671413,-0.21292839571459338,1.2231600571204508,2.239
0.2450397483498483,0.13743611874901912,-0.10003384087717454,-0.021816842068296347,-0.48490108814337024,-0.013314543124712093,-0.8524430559259559,0.7839116383791855,-0.005521187307506493,-0.0011030639676433299,1.951
-0.3071664673222664,-1.1470007455336373,-0.8887946633933456,-0.06576179786684062,-0.679705629812788,-0.11730606538497526,-0.5748660749831119,-0.11482418413099067,2.47722302106573,-0.0011030639676433299,2.063
2.613728449851007,1.9035368071376717,0.5810873462811317,-0.39959954863023933,-0.8771308603835881,-0.12052139927181595,-1.3613341876545086,1.171212158576941,-1.7359891616306737,1.2231600571204508,3.457
0.32322947247707134,1.6627048950846737,-0.002193790329817032,-0.13549290056823463,-0.13634946425952404,-0.12148313795123133,-0.6997757164073911,0.6150883347032393,-0.434441377668066,-0.0011030639676433299,2.325
0.204969256929926,-1.7089418736572994,0.3276001432621772,0.044937638406635644,-0.3704643394496764,-0.040499077993205575,-0.37593590530740534,1.2655545929840855,-0.6638248931805346,-0.0011030639676433299,1.015
0.8157829217918751,-1.4681099616043014,-0.004974164964411454,-0.22770298219201082,0.13794930741849024,0.10172053699422572,-1.2826873763873712,1.2059698975690438,-0.6132635014582739,1.2231600571204508,1.832
0.1900560653405981,-1.3075553535689692,0.29389719414135196,-0.13226804304094042,0.7118801768212144,0.0041190571403382165,-0.5378558108573965,1.1811429411461123,-0.9240414071497255,-0.0011030639676433299,1.185
-1.1887869663717268,0.6190999428550152,-0.18889500133718926,-0.09439544087256808,-0.699797578056719,-0.0700027144198853,0.6649777732282693,-0.3432321832219713,0.036858711924055224,-1.2253661850557376,0.57
-0.6629924311311785,0.5388226388373493,0.14781229905680004,-0.18547368252444277,-0.7426021634459633,0.010120820019708513,1.3913042066953847,-0.8894252245265019,-0.7937370578930746,-1.2253661850557376,0.802
